track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
03ShCBJrWXSp3vogMeCIxz,Switch,Afrojack,54,7JwpOIArdc9tgXBuyNewRx,Switch,2019-04-26,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.768,0.676,11,-6.252,1,0.138,0.174,0.00021,0.152,0.61,109.96,173340
03YZnK3XQWKpvo9TyNZzXf,The Emotion,BØRNS,54,17l7MIu0Jh0tdgK7or9ovw,Dopamine,2015-10-16,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.418,0.688,11,-5.515,1,0.0265,0.212,0.00964,0.705,0.319,150.03,224787
03sno6MIkoVX5eC4pRKMzr,Stranger,MOTHXR,49,7glwvxou64yQXBiZALusEH,Centerfold,2016-02-26,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.603,0.688,8,-5.515,1,0.0358,0.0117,0.75,0.0941,0.561,94.991,195000
03teNQu8rWlFnNzF1ULXIq,Starstruck,Christopher Wilde,55,3FmqQtzrqovhBNjJfqTjsx,StarStruck,2010-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.555,0.8,0,-4.835,1,0.0776,0.0353,0.0,0.0783,0.801,174.007,175027
03yWftlC0np4NshtX9RAUy,"Wildside - From ""Adventures in Babysitting""",Sabrina Carpenter,55,5gmYqZjyX50yWhiT31hUxJ,Your Favorite Songs from 100 Disney Channel Original Movies,2016-05-20,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.766,0.576,6,-5.614,1,0.0426,0.00404,0.000138,0.0794,0.744,122.975,187960
044qU7kwVZaDwzWnRsmVVL,I Dare You,The xx,63,2PXy9USZAoTSdtrxfkPBnl,I See You,2017-01-13,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.752,0.543,1,-9.483,1,0.0398,0.623,0.0706,0.107,0.282,126.001,233280
04gQHzS8FLPoNdnRKw4jDJ,"Wow, I'm Not Crazy",AJR,56,02tIakRsIFGW8sO4pBtJgj,Neotheater,2019-04-26,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.284,0.609,3,-6.033,1,0.123,0.0438,0.0,0.177,0.521,85.386,196763
05P4BYqVauVxy0w9g6w2D9,Stand By (feat. Rudimental) [#CWC19],LORYN,58,2RhRVX61dIP4z7T5cgAXzi,Stand By (feat. Rudimental) [#CWC19],2019-05-17,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.661,0.78,1,-4.738,1,0.0832,0.0616,0.0,0.23,0.623,116.025,189274
05mAIVLkIWc2d1UBYZBCp8,1999,Charli XCX,71,49Teqcxp4dOBayTBtR3j5W,1999,2018-10-05,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.739,0.742,7,-4.586,1,0.0329,0.0227,1.39e-06,0.229,0.659,124.016,189000
06BrHnTVDOydsfg0LZ6mQb,Talk - Alle Farben Remix,Khalid,56,0N3tXBqOxFYcmrYRe8HDvr,Talk (Alle Farben Remix),2019-04-04,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.638,0.818,9,-4.517,0,0.05,0.131,1.78e-05,0.107,0.489,126.015,167990
06EL94D0TA27Ik0Ke5usbj,The Way,Ariana Grande,67,5xSvNPstcxHtR4ap2vvN8A,Yours Truly,2013-01-01,Post-teen pop,2KyjkYsSsC1UR75b0m98vd,pop,post-teen pop,0.645,0.877,5,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324,227027
06FhHrnpYCmIxIxIGUehxQ,Palmar,Caloncho,62,4yLAjcAidjMfi621CSBJTY,Palmar,2015-10-30,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.888,0.538,7,-7.644,1,0.0364,0.701,0.00971,0.251,0.702,134.011,192200
06HUJRcD0t95ogCb2pMQJF,Golden Years - M-Phazes Remix,Ruel,56,71Vxpu75TtB7Hy7XoJ6AoQ,Golden Years (M-Phazes Remix),2018-03-16,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.722,0.559,10,-5.249,0,0.0342,0.187,8.96e-06,0.125,0.255,110.065,234293
06Hdbxh6NCy6TIhjdXTchB,Headlights (feat. Ilsey),Robin Schulz,63,2ryym6yEc6r3ZuigHBDr1A,Headlights (feat. Ilsey),2015-04-03,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.597,0.685,11,-6.371,1,0.0367,0.0245,0.000335,0.182,0.369,122.002,209208
06Pvy98db25O7wlfFFFIRM,Bon Bon Chocolat,EVERGLOW,72,34jrFDbWiepwHN4L1pZmCr,ARRIVAL OF EVERGLOW,2019-03-18,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.719,0.828,6,-5.559,1,0.0613,0.0343,0.0,0.0747,0.634,139.927,228682
06Z7Hy2LUzbcSFmWzwkun1,With You - Frank Walker Remix,Tyler Shaw,49,7mgxrTvbIw7k1Vaij5EPbE,With You (Frank Walker Remix),2019-02-01,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.686,0.613,2,-5.614,1,0.069,0.0386,0.0,0.251,0.452,104.988,206875
06ZIzHhJFWf0mDyEylIPf0,Peachy Keen,L Devine,52,1HuhZISAiGWrdFQsOTpTKF,Peachy Keen,2019-10-18,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.806,0.439,8,-8.917,1,0.068,0.0625,0.00767,0.098,0.489,131.056,148238
06mg22JLouk02orwxz0UfD,Mr Todd Terry,Riton,50,3BltvvE3Kp6AX3Otr6SQgU,Mr Todd Terry,2019-12-13,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.81,0.847,10,-4.759,1,0.0557,0.0181,0.738,0.0609,0.63,120.004,167306
06mzeP9GQNSHWd1Nh2C5FM,MIDDLE OF THE NIGHT,Monsta X,69,2EUxUCoJz0ZUdzsjj94WxR,MIDDLE OF THE NIGHT,2019-12-06,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.737,0.764,0,-5.511,1,0.0947,0.111,0.0,0.0423,0.924,92.044,166213
072GuDuz8KUCpTOx1fDTTt,Swish,Josh Stanley,49,6DI603wWvCDsiMIxXnu6OF,Swish,2019-10-04,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.646,0.412,4,-10.929,0,0.111,0.145,0.0,0.111,0.276,161.878,121482
073ILU1C3APNRGF66VhtyA,Liar,Camila Cabello,77,3Vsbl0diFGw8HNSjG8ue9m,Romance,2019-12-06,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039
07ABETRdek3ACMpRPvQuaT,Always on My Mind,Pet Shop Boys,70,0Jt2LzWgtGxy3GZH5i2Kcy,Discography - Complete Singles Collection,1998-03-31,Electropop 80/90s,3FBD3d5zl74LaoBMVC4IXq,pop,electropop,0.533,0.783,7,-10.61,1,0.0366,0.0116,0.0565,0.186,0.726,124.874,234907
07HPV6hzecJmMJwsIX8YVU,He Could Be the One,Hannah Montana,65,0bKrYLZrKCH5qGzgwPxLcl,Hannah Montana 3,2009-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.602,0.894,4,-3.975,1,0.032,0.00154,0.0,0.433,0.643,125.988,180800
07nH4ifBxUB4lZcsf44Brn,Blame,Calvin Harris,75,48zisMeiXniWLzOQghbPqS,Motion,2014-10-31,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.413,0.856,0,-4.078,0,0.0808,0.0289,0.00571,0.343,0.35,128.017,212960
07tOsOR7E9zW89v2FqzsdG,Busy Earnin',Jungle,53,7oZG5VZ4SukMmnylJ16O24,Jungle,2014-07-15,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.457,0.883,10,-5.61,0,0.0376,0.209,5.11e-06,0.0912,0.736,99.937,181773
08Kj0lvbsqAxzeUOBYZRL6,Good Nights (feat. Mascolo),Whethan,67,4oN0HoJVDsVKwJmquYy7d2,Life of a Wallflower Vol. 1,2018-11-09,Intro to Indie Poptimism,6Ylmweq4pT7j3ScIv5uq1c,pop,indie poptimism,0.849,0.483,6,-7.114,0,0.291,0.443,0.000141,0.0786,0.282,101.015,165618
08bNPGLD8AhKpnnERrAc6G,FRIENDS,Marshmello,83,1BmxOYHjQv1dKZRr13YRZM,FRIENDS,2018-02-09,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,202621
08qjPXZBdEyif5PxU2AY9S,Sway - Chainsmokers Remix,Anna of the North,53,31x1096qReQebv3YyADEp6,Sway (Chainsmokers Remix),2014-10-07,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.673,0.795,2,-6.21,1,0.0309,0.0555,0.0111,0.117,0.437,105.025,180571
08rBIlTMXlF5uEHobZglxv,Million Pieces - M-22 Remix,Bastille,53,4lzn3ikjb2HPZM6U6Y1IRL,Million Pieces (M-22 Remix),2019-09-27,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.64,0.992,4,-3.318,0,0.0585,0.0832,0.0083,0.109,0.479,123.951,166237
091v7TIPqq4LeZFFEQapev,You And I - R3HAB Remix,LÉON,51,1KH0acT0Qh5SUEZysIxH71,You And I (R3HAB Remix),2019-08-02,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,0.597,0.735,4,-5.123,1,0.0416,0.0485,0.0,0.371,0.188,126.037,179048
09CWfcYFhVhB1Bzfz1cLJ7,Sleep Talking,Charlotte Lawrence,66,16VxCA44HPzJfAQDvYIjkn,Sleep Talking,2017-10-20,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.661,0.762,5,-4.307,1,0.0402,0.452,0.0,0.162,0.583,101.99,224224
0A5gdlrpAuQqZ2iFgnqBFW,Moonlight,Gaullin,76,4IU5ADOJ9DnVa9clXVhrEE,Moonlight,2018-09-07,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.813,0.761,10,-5.687,0,0.085,0.0529,0.0119,0.337,0.29,124.957,173067
0ADG9OgdVTL7fgREP75BrZ,Ain't My Fault,Zara Larsson,69,5YLRVHDVRw3QqWbeTGpC5B,So Good,2017-03-17,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153,224031
0AUyNF6iFxMNQsNx2nhtrw,Blood // Water,grandson,73,2ih65NyzXsPwEsI1sMdyIy,Blood // Water,2018-05-04,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,216721
0AkQbXGN4KG34TS7xLrM68,Kiss You,One Direction,72,5SxEsi1PNyo1XfEKDYcFKF,Take Me Home: Yearbook Edition,2012-11-09,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.63,0.934,4,-2.559,1,0.0589,0.0186,0.0,0.324,0.905,89.992,182960
0B2RttXEiyXsMeQ7mMP3EI,Cruel (feat. ZAYN),Snakehips,62,0foMG0HqauruzIFk43eSzG,Cruel (feat. ZAYN),2016-07-15,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.603,0.879,5,-4.098,1,0.124,0.0184,0.0,0.156,0.318,110.125,228253
0BCPKOYdS2jbQ8iyB56Zns,Clocks,Coldplay,75,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,2002-08-08,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0112,0.183,0.261,130.969,307880
0BPTTsnnfz44XmZn3EE0oo,Song To The Siren (Remastered),This Mortal Coil,51,6D6C7jGsJdzJpcEaMcxswR,It'll End In Tears (Remastered),1984,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.216,0.24,10,-12.598,1,0.0406,0.843,6.09e-06,0.135,0.0875,128.679,211093
0BWx2N8CosqHVKkofenY3R,Want You Back,Grey,54,1qm3ugYyGh7uAAKiI9WzlY,Want You Back,2019-01-10,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.758,0.519,0,-5.832,0,0.0362,0.116,0.0,0.183,0.417,92.99,176827
0BfLvshnvJldGROufmYCrv,Song For You,Rhye,60,6yoGOJsTjU7w2amKcUUX7S,Blood,2018-02-02,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.844,0.362,2,-10.071,1,0.0363,0.568,0.771,0.109,0.202,115.987,238667
0BiGd2FNDQ0eh79ZHfp6tS,All I Wanna Do,Martin Jensen,55,5iTIgNz59Z4j1wtX0I29z8,All I Wanna Do,2016-04-08,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.728,0.794,1,-3.992,1,0.0635,0.148,0.0,0.0688,0.523,112.071,194360
0C3QADQBYFjcSeU8bY7Oex,Simple Hit,Dombresky,55,4cNRNpj5a81e2iF5cIb1n5,Simple Hit,2019-05-03,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.631,0.951,5,-6.203,1,0.0439,0.108,0.836,0.173,0.703,124.007,219715
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),Flo Rida,79,5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,2008-03-17,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400
0Cy7wt6IlRfBPHXXjmZbcP,Love Me Like You Do,Ellie Goulding,64,4w0N1CaZwQ5RPIuawqlYyy,Fifty Shades Freed (Original Motion Picture Soundtrack),2018-02-09,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.489,0.597,5,-6.633,0,0.0292,0.27,0.0,0.105,0.324,95.012,253520
0DiWol3AO6WpXZgp0goxAV,One More Time,Daft Punk,74,2noRn2Aes5aoNVsU6iWThc,Discovery,2001-03-07,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.611,0.697,2,-8.618,1,0.133,0.0193,0.0,0.332,0.476,122.752,320357
0DvhfhHlIE4HqgBX8yDJz3,Carry On - Acoustic,Young Rising Sons,51,68psFr57W11XOyGdB2lOzk,Carry On (Acoustic),2017-03-03,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.675,0.195,7,-13.465,0,0.0346,0.868,2.03e-06,0.126,0.275,91.935,207880
0E8WJOFs2eWD67USh7C6Qd,Love No More,Loud Luxury,69,1hgbAIyPDZYa8Bqf7b2nx5,Love No More,2018-08-31,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.766,0.674,0,-6.245,1,0.0538,0.0217,5.87e-05,0.258,0.214,121.012,168636
0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,Dynoro,84,1c79SozES9Eb3Lzf9KVaIa,In My Mind,2018-06-08,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560
0EGuSSpuu9wmHCtvb4PdLO,"Sit Still, Look Pretty",Daya,70,0T8SCja56F4lhZXyOcBTIV,"Sit Still, Look Pretty",2016-10-07,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.657,0.739,2,-4.081,1,0.274,0.141,0.0,0.178,0.543,181.994,202221
0EP3yjbjHdbUL1miyNlgys,New York,Jake Isaac,48,2MvEZPyhKqA5SdVAmsu2nC,New York,2020-01-10,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.766,0.351,0,-7.711,1,0.0276,0.827,0.00837,0.191,0.583,87.988,201883
0EQeui6OBMzqJ3Z3wCOzZh,Need You,Faustix,62,1IqpPKPKVpu1VWZ67VnHPB,Need You,2019-07-26,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.639,0.705,7,-5.039,0,0.049,0.045,0.0,0.425,0.595,124.957,182161
0ErzcmZ2gIwX7X0xSMQPix,BOSS,NCT,68,3KAJvo62RNQEtXwIyB5rzX,NCT 2018 EMPATHY,2018-03-14,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.787,0.543,10,-6.7,0,0.037,0.0233,0.0,0.0861,0.332,99.026,210641
0Ev562zA4pmUsBqjxsxxdx,Feel Good (feat. Daya),Gryffin,74,1fP5UnRB0WNWNHSZRHsRCR,Feel Good (feat. Daya),2017-03-03,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.625,0.707,2,-4.761,1,0.0337,0.22,0.0,0.213,0.479,138.064,248156
0FC7eAz8CW9HAWnBr8Yo42,Daylight (Airbeat One Anthem 2018),Fluex,50,2Rd9MkQmupPCqDMpHWFapL,Daylight (Airbeat One Anthem 2018),2018-06-22,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.631,0.939,7,-1.7,0,0.0398,0.0728,0.000187,0.319,0.353,128.048,191500
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,78,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,2014-05-19,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.551,0.636,6,-7.125,1,0.0281,0.00713,0.00203,0.217,0.153,124.996,268467
0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE,Kodak Black,83,5n1GSzC1Reao29ScnpLYqp,Dying to Live,2018-12-14,Someone You Loved Lewis Capaldi (Pop Music Mix),6IErGHjBfhey8URq0mFnPi,pop,post-teen pop,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760
0Fc7ESmkM02PDH5NnPaS5S,Rock Bottom,grandson,61,2BEKXKj00zOhlIH7OJwkO3,Rock Bottom,2019-08-16,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.517,0.702,0,-6.842,1,0.0424,0.000232,0.00165,0.204,0.244,176.088,219207
0Fc9QSMX6fgEBgDjUax7t7,Ruin My Life - Steve James Remix,Zara Larsson,58,6rWRg6yLGcLdG0IRaCB9LN,Ruin My Life (Remixes),2018-11-23,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.723,0.837,11,-6.487,1,0.0389,0.0103,0.000477,0.0834,0.643,123.952,177097
0FkLMOUTkSTPSAYkIXQ579,L'amour Toujours (Small Mix),Gigi D'Agostino,69,3dvjLo2u1kao2ikKIJa6KP,L'Amour Toujour,2014-05-30,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.637,0.878,7,-4.449,1,0.0302,0.0775,0.0227,0.364,0.742,139.053,242053
0FlnsBDwPglenLJoQjPd4K,IDGAF - Hazers Remix,Dua Lipa,50,6FbzwQExjva7Whs6v79JW9,IDGAF (Remixes),2018-02-23,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.814,0.705,7,-4.734,1,0.0904,0.0958,0.000133,0.0687,0.6,110.004,240617
0G7Ik0gmxJBFJKAmK2p1k9,Someone New,Astrid S,60,573h5BYa3AwWA0p0AFu1Ak,Someone New,2019-02-01,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.881,0.697,0,-5.613,1,0.27,0.129,1.39e-06,0.0834,0.434,97.012,176618
0GFXbdgwVYO8Dw6BG8MLfL,Diamonds,Echosmith,56,6DT9TEg5f9j7WVarEXemYY,Lonely Generation,2020-01-10,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.568,0.922,6,-3.817,1,0.0473,0.0059,4.64e-05,0.104,0.654,118.98,202687
0GRoERSBBky3YgdKW2w2Vc,Brave,Don Diablo,68,1vlt3ZZeHbtRWKOFu45TEJ,Brave,2019-04-26,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.654,0.874,6,-3.885,1,0.0543,0.169,1.77e-06,0.134,0.542,119.85,184027
0GfS3y8Jd7SHWd9R51s7Fo,Dancing With A Stranger (With Normani) - Cheat Codes Remix,Sam Smith,69,2LDzwN4iZ4qbSA32E9CG4Q,Dancing With A Stranger (With Normani) [Cheat Codes Remix],2019-03-08,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.746,0.557,1,-6.722,1,0.0542,0.103,0.0036,0.138,0.324,111.961,159404
0Gpq0lllEPZf98gVo9C4uS,"Heavy, California",Jungle,62,1VZxGX1lzF1QjY5QofhC5r,For Ever,2018-09-14,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.674,0.713,6,-7.46,0,0.036,0.0733,0.139,0.169,0.704,111.017,184600
0GxQ1A5L9xnMOytbP6eKBG,What Lovers Do (feat. SZA),Maroon 5,77,1Li4rADxSxjT2g4xqUcMYh,Red Pill Blues (Deluxe),2018-06-15,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,199849
